policy_loss,value_loss,total_loss,policy_entropy,iteration,selfplay_games_seen,optimizer_updates,replay_size,positions_seen,update_in_iteration,selfplay_seconds,training_seconds,iteration_seconds,game_length,opening_unique_actions,opening_entropy,opening_corner_mass,opening_edge_mass
3.545135021209717,0.9758281707763672,4.520963191986084,3.578603744506836,3,60,24,6800,6800,6,93.74275715699878,0.7554374939991249,94.49837951500012,13.9,16,2.6923109941417858,0.09399999789893627,0.5509999841451645
3.542072296142578,0.9586984515190125,4.500770568847656,3.5785534381866455,3,60,24,6800,6800,7,93.74275715699878,0.7554374939991249,94.49838213899966,13.9,16,2.6923109941417858,0.09399999789893627,0.5509999841451645
3.5362017154693604,1.0030217170715332,4.539223670959473,3.5773730278015137,3,60,24,6800,6800,8,93.74275715699878,0.7554374939991249,94.49838476399964,13.9,16,2.6923109941417858,0.09399999789893627,0.5509999841451645
3.5483505725860596,0.9172968864440918,4.4656476974487305,3.577850818634033,4,80,32,9048,9048,1,81.08875254699888,1.259763699999894,82.34863331999986,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.524372100830078,0.9433390498161316,4.467710971832275,3.57692551612854,4,80,32,9048,9048,2,81.08875254699888,1.259763699999894,82.3486453050009,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.5397565364837646,1.0028191804885864,4.542575836181641,3.5768070220947266,4,80,32,9048,9048,3,81.08875254699888,1.259763699999894,82.34864959400147,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.534181833267212,1.0321226119995117,4.5663042068481445,3.5761914253234863,4,80,32,9048,9048,4,81.08875254699888,1.259763699999894,82.34865257100137,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.5340304374694824,1.0421267747879028,4.576157093048096,3.575322389602661,4,80,32,9048,9048,5,81.08875254699888,1.259763699999894,82.34865522600012,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.528932571411133,0.9798389673233032,4.5087714195251465,3.5755040645599365,4,80,32,9048,9048,6,81.08875254699888,1.259763699999894,82.34865768100099,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.5167088508605957,1.0298771858215332,4.546586036682129,3.5742273330688477,4,80,32,9048,9048,7,81.08875254699888,1.259763699999894,82.34866013700048,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.5244319438934326,0.9970078468322754,4.521439552307129,3.573718786239624,4,80,32,9048,9048,8,81.08875254699888,1.259763699999894,82.34866245100056,14.05,16,2.6923109941417858,0.09299999959766865,0.502999997138977
3.52427339553833,0.9514831304550171,4.475756645202637,3.5727312564849854,5,100,40,11432,11432,1,88.06727655699979,0.72832776299947,88.79568544100039,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.5168490409851074,0.9737870097160339,4.490635871887207,3.572474718093872,5,100,40,11432,11432,2,88.06727655699979,0.72832776299947,88.79569497899865,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.508514165878296,1.0168431997299194,4.525357246398926,3.5718026161193848,5,100,40,11432,11432,3,88.06727655699979,0.72832776299947,88.79569843599893,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.509486436843872,1.0274243354797363,4.5369110107421875,3.5716185569763184,5,100,40,11432,11432,4,88.06727655699979,0.72832776299947,88.79570042999876,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.5145070552825928,0.9312393665313721,4.445746421813965,3.5707569122314453,5,100,40,11432,11432,5,88.06727655699979,0.72832776299947,88.79570262400011,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.514543056488037,0.9841166138648987,4.498659610748291,3.570953130722046,5,100,40,11432,11432,6,88.06727655699979,0.72832776299947,88.7957045080002,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.5147628784179688,0.9743701815605164,4.489132881164551,3.569460868835449,5,100,40,11432,11432,7,88.06727655699979,0.72832776299947,88.79570639099984,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.5090980529785156,0.9729823470115662,4.482080459594727,3.568373441696167,5,100,40,11432,11432,8,88.06727655699979,0.72832776299947,88.79570806399897,14.9,14,2.5536815580297962,0.13799999710172414,0.5399999871850014
3.4914968013763428,0.954778254032135,4.446275234222412,3.5682663917541504,6,120,48,13952,13952,1,99.94305095399977,0.7152242230004049,100.65840551099973,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.490206480026245,1.0012739896774292,4.491480350494385,3.565769910812378,6,120,48,13952,13952,2,99.94305095399977,0.7152242230004049,100.6584201049991,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.502991199493408,0.9773833155632019,4.480374336242676,3.56435227394104,6,120,48,13952,13952,3,99.94305095399977,0.7152242230004049,100.65842523500032,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.501856565475464,0.9754980206489563,4.477354526519775,3.5627622604370117,6,120,48,13952,13952,4,99.94305095399977,0.7152242230004049,100.65842893399895,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.483888864517212,0.9816584587097168,4.465547561645508,3.563436508178711,6,120,48,13952,13952,5,99.94305095399977,0.7152242230004049,100.65843227000005,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.5009398460388184,0.9895513653755188,4.4904913902282715,3.562596321105957,6,120,48,13952,13952,6,99.94305095399977,0.7152242230004049,100.65843543499977,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.48742938041687,0.9963841438293457,4.483813285827637,3.5607528686523438,6,120,48,13952,13952,7,99.94305095399977,0.7152242230004049,100.6584398899995,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.500664472579956,1.0127286911010742,4.513393402099609,3.5606484413146973,6,120,48,13952,13952,8,99.94305095399977,0.7152242230004049,100.6584426520003,15.75,14,2.5536815580297962,0.09399999994784594,0.5500000134110451
3.481844902038574,1.0061688423156738,4.488013744354248,3.5606353282928467,7,140,56,16240,16240,1,87.799347012,0.8007572700007586,88.60026853399904,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.477752208709717,0.943213939666748,4.420966148376465,3.558621644973755,7,140,56,16240,16240,2,87.799347012,0.8007572700007586,88.6002805499993,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.4534122943878174,0.9927613735198975,4.446173667907715,3.5558857917785645,7,140,56,16240,16240,3,87.799347012,0.8007572700007586,88.6002846600004,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.493436813354492,0.9558316469192505,4.449268341064453,3.555600166320801,7,140,56,16240,16240,4,87.799347012,0.8007572700007586,88.60028705900004,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.4707815647125244,0.9916900992393494,4.4624714851379395,3.5519778728485107,7,140,56,16240,16240,5,87.799347012,0.8007572700007586,88.60028968699953,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.5155389308929443,0.981187641620636,4.4967265129089355,3.5527901649475098,7,140,56,16240,16240,6,87.799347012,0.8007572700007586,88.60029203399972,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.4668233394622803,1.0250656604766846,4.491888999938965,3.5501811504364014,7,140,56,16240,16240,7,87.799347012,0.8007572700007586,88.6002941200004,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
3.472334146499634,1.0155272483825684,4.487861633300781,3.5533533096313477,7,140,56,16240,16240,8,87.799347012,0.8007572700007586,88.60029599799964,14.3,14,2.510529247162029,0.11499999687075615,0.5649999633431435
