run_id,model_type,seed,iteration,state_id,policy_top1_correct,policy_optimal_mass,policy_entropy,value_prediction,solver_value,value_error,graph_critical_mass,graph_precision_at_k,graph_recall_at_k,graph_auprc,random_critical_mass,structural_critical_mass,alignment_minus_random,alignment_minus_structural,mcts_optimal_mass,mcts_selected_optimal,mcts_entropy,search_gain,optimizer_updates,selfplay_games_seen
h3_pilot_rgcn_seed7,rgcn,7,0,1559aaca170f0da6,0,0.22277453541755676,2.193698230081034,0.17836660146713257,1,0.8216333985328674,0.025,0.0,0.0,0.025646678525744274,0.02790980958559414,0.025,-0.0029098095855941385,0.0,0.8799999952316284,1,0.9324463838328003,0.657225489616394,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,a7359cadc492ae4c,1,0.6068079471588135,1.9377180533726888,0.17071394622325897,1,0.829286053776741,0.02571428571428571,0.0,0.0,0.026143054758613355,0.027220365015392968,0.02571428571428571,-0.0015060793011072576,0.0,0.940000057220459,1,1.561352028969434,0.3331921100616455,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,b4042b01dc34290f,0,0.3887925148010254,1.6005971582527545,0.17833194136619568,1,0.8216680586338043,0.026785714285714288,0.08333333333333333,0.08333333333333333,0.024386759847633138,0.026928321474066312,0.026785714285714288,-0.0001426071883520244,0.0,0.8999999761581421,1,1.054185205470874,0.5112074613571167,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,61aeded89741679b,1,0.4831080436706543,2.076961163127049,0.06898973137140274,1,0.9310102686285973,0.02589285714285714,0.0,0.0,0.07661041129566201,0.027464267524489043,0.02589285714285714,-0.001571410381631902,0.0,0.9199999570846558,1,1.3034403722786854,0.43689191341400146,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,bec4675552dbe86b,0,0.19472834467887878,2.2988762265748055,0.07657986879348755,1,0.9234201312065125,0.03452380952380952,0.0,0.0,0.07682706626827672,0.03930090044018363,0.03452380952380952,-0.004777090916374113,0.0,0.8999999761581421,1,0.4860267794558468,0.7052716016769409,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,66c00e0e01b84dee,1,0.2321520745754242,2.195176593495452,0.17600665986537933,1,0.8239933401346207,0.025,0.0,0.0,0.08624461024680695,0.028215422503930086,0.025,-0.003215422503930084,0.0,0.8999999761581421,1,0.9072330872510429,0.6678478717803955,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,43d35c63294bcfc5,0,0.4976797103881836,2.0779869672662254,0.07581483572721481,1,0.9241851642727852,0.03928571428571429,0.05,0.05,0.03946468951796235,0.04467513199128213,0.03928571428571429,-0.005389417705567841,0.0,0.9199999570846558,1,1.266166488320935,0.42232024669647217,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,d3a2c2817219093a,0,0.21613997220993042,2.1943801534999285,0.16854317486286163,1,0.8314568251371384,0.025,0.0,0.0,0.031960567198832515,0.028638869549635286,0.025,-0.0036388695496352846,0.0,0.9000000357627869,1,0.9363889252113321,0.6838600635528564,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,0cae4879252a3d5a,0,0.117920882999897,2.2949942179740646,0.07267078757286072,0,0.07267078757286072,0.05357142857142857,0.0,0.0,0.08092121921531226,0.05156177524509385,0.05357142857142857,0.0020096533263347163,0.0,0.41999998688697815,1,1.9382499146829755,0.30207911133766174,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,16f8548fb818aac6,0,0.21293118596076965,2.1952102309965733,0.1736026406288147,1,0.8263973593711853,0.026785714285714288,0.0,0.0,0.02129394308856053,0.025681567829515296,0.026785714285714288,0.001104146456198992,0.0,0.8799999952316284,1,0.9324463838328003,0.6670688390731812,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,2fdd235121ff276a,1,1.0,2.300672576428901,0.07608427852392197,-1,1.076084278523922,0.03214285714285714,0.0,0.0,0.04040714100275879,0.036263712117334965,0.03214285714285714,-0.004120854974477825,0.0,1.0,1,2.222099403222708,0.0,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,c1ac4ba0dfef5de3,1,0.7227683663368225,2.293264977747967,0.07501355558633804,1,0.924986444413662,0.0375,0.02777777777777778,0.02777777777777778,0.047314967187369016,0.042304337010790366,0.0375,-0.004804337010790367,0.0,0.9800000190734863,1,0.8254853788006282,0.2572316527366638,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,5b1cf9996b2cef81,0,0.19826292991638184,2.300876537586884,0.06803654879331589,1,0.9319634512066841,0.026785714285714288,0.0,0.0,0.03518864966280695,0.027141236975978436,0.026785714285714288,-0.0003555226902641484,0.0,0.8799999952316284,1,0.5819361239282365,0.6817370653152466,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,6b521b05a707c06a,0,0.2064429223537445,2.196025995522407,0.17241503298282623,1,0.8275849670171738,0.039285714285714285,0.0,0.0,0.0716683771020002,0.04232163662380656,0.039285714285714285,-0.003035922338092273,0.0,0.85999995470047,1,0.7723805373093545,0.6535570621490479,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,43ecccd1b28949ef,0,0.3779723346233368,1.6078318831533478,0.18279807269573212,1,0.8172019273042679,0.023809523809523808,0.0,0.0,0.029670194493368395,0.02812490467827518,0.023809523809523808,-0.0043153808687513735,0.0,0.9200000166893005,1,0.9996424312339711,0.5420277118682861,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,fddff2137127f8fb,0,0.20489083230495453,2.289793868848284,0.07972099632024765,1,0.9202790036797523,0.038392857142857145,0.0125,0.0125,0.039710872713170385,0.043635538058781995,0.038392857142857145,-0.005242680915924849,0.0,0.8999999761581421,1,0.4860267794558468,0.6951091289520264,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,edb1eb4a5268aa95,1,0.14106884598731995,2.076820558424532,0.08233742415904999,1,0.91766257584095,0.023214285714285715,0.08333333333333333,0.08333333333333333,0.025129314067234478,0.027042123759897133,0.023214285714285715,-0.0038278380456114175,0.0,0.8600000143051147,1,0.6773908846716761,0.7189311981201172,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,238b9f777d66eb79,0,0.30055922269821167,2.2959587579510625,0.07289351522922516,1,0.9271064847707748,0.022619047619047622,0.0,0.0,0.02502414675464043,0.027206521558764345,0.022619047619047622,-0.004587473939716723,0.0,0.9399999976158142,1,0.6518827732462645,0.6394407749176025,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,6d2d4c3c5deea829,0,0.2951810359954834,1.7869233276064809,0.07903409004211426,1,0.9209659099578857,0.023809523809523808,0.0,0.0,0.09846266558176016,0.027797568730254567,0.023809523809523808,-0.003988044920730759,0.0,0.9199999570846558,1,1.0264984854573869,0.6248189210891724,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,da28d68b75d8c28e,1,0.1521645188331604,1.944564643349476,0.17505817115306854,1,0.8249418288469315,0.02857142857142857,0.16666666666666666,0.16666666666666666,0.033809317561776735,0.029206977198926072,0.02857142857142857,-0.0006355486274975015,0.0,0.8799999952316284,1,0.5819361239282365,0.727835476398468,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,6dfc9aa7895ca984,0,0.11616538465023041,2.1952115645955756,0.17486190795898438,0,0.17486190795898438,0.025,0.0,0.0,0.030612336723509475,0.02905873187196652,0.025,-0.004058731871966519,0.0,0.11999999731779099,0,2.19319215165778,0.0038346126675605774,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,af49a5487217a88a,0,0.5270573496818542,1.781429781583737,0.07980316132307053,1,0.9201968386769295,0.05000000000000001,0.018518518518518517,0.018518518518518517,0.05685716645704924,0.053967880109173444,0.05000000000000001,-0.003967880109173434,0.0,0.9399999380111694,1,0.4860267794558468,0.4129425883293152,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,bfbc69d977ea9925,1,0.5932044982910156,2.298129210720565,0.0718570426106453,1,0.9281429573893547,0.045238095238095244,0.027777777777777776,0.027777777777777776,0.05125713033980258,0.055669623422681544,0.045238095238095244,-0.0104315281845863,0.0,0.9599999785423279,1,0.48602677945584677,0.36679548025131226,0,0
h3_pilot_rgcn_seed7,rgcn,7,0,33d68d594543e999,1,0.21186649799346924,2.297777555982174,0.06955201178789139,1,0.9304479882121086,0.025,0.0,0.0,0.05781075371340982,0.028422448891968988,0.025,-0.0034224488919689863,0.0,0.9200000166893005,1,0.3896729001533558,0.7081335186958313,0,0
h3_pilot_rgcn_seed7,rgcn,7,5,1559aaca170f0da6,0,0.20172002911567688,1.8838866801258054,0.34936267137527466,1,0.6506373286247253,0.025,0.0,0.0,0.025646678525744274,0.02790980958559414,0.025,-0.0029098095855941385,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,a7359cadc492ae4c,1,0.7072557210922241,1.6356833578844814,0.34405890107154846,1,0.6559410989284515,0.02571428571428571,0.0,0.0,0.026143054758613355,0.027220365015392968,0.02571428571428571,-0.0015060793011072576,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,b4042b01dc34290f,0,0.13484466075897217,1.1221876473114223,0.3528009057044983,1,0.6471990942955017,0.026785714285714288,0.08333333333333333,0.08333333333333333,0.024386759847633138,0.026928321474066312,0.026785714285714288,-0.0001426071883520244,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,61aeded89741679b,0,0.442248672246933,2.0088593132982444,-0.35963931679725647,1,1.3596393167972565,0.02589285714285714,0.0,0.0,0.07661041129566201,0.027464267524489043,0.02589285714285714,-0.001571410381631902,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,bec4675552dbe86b,0,0.09087038040161133,1.9931509426039036,-0.3465077877044678,1,1.3465077877044678,0.03452380952380952,0.0,0.0,0.07682706626827672,0.03930090044018363,0.03452380952380952,-0.004777090916374113,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,66c00e0e01b84dee,0,0.25265148282051086,2.0652563686232894,0.3480094373226166,1,0.6519905626773834,0.025,0.0,0.0,0.08624461024680695,0.028215422503930086,0.025,-0.003215422503930084,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,43d35c63294bcfc5,1,0.5700114965438843,1.9969273508140404,-0.3465628921985626,1,1.3465628921985626,0.03928571428571429,0.05,0.05,0.03946468951796235,0.04467513199128213,0.03928571428571429,-0.005389417705567841,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,d3a2c2817219093a,0,0.16987089812755585,2.0230722143744466,0.34337371587753296,1,0.656626284122467,0.025,0.0,0.0,0.031960567198832515,0.028638869549635286,0.025,-0.0036388695496352846,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,0cae4879252a3d5a,0,0.12538714706897736,2.1043455054276152,-0.3502449095249176,0,0.3502449095249176,0.05357142857142857,0.0,0.0,0.08092121921531226,0.05156177524509385,0.05357142857142857,0.0020096533263347163,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,16f8548fb818aac6,0,0.06848803907632828,1.8537822347049302,0.3389468491077423,1,0.6610531508922577,0.026785714285714288,0.0,0.0,0.02129394308856053,0.025681567829515296,0.026785714285714288,0.001104146456198992,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,2fdd235121ff276a,1,0.9999999403953552,2.2216029389630823,-0.34905630350112915,-1,0.6509436964988708,0.03214285714285714,0.0,0.0,0.04040714100275879,0.036263712117334965,0.03214285714285714,-0.004120854974477825,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,c1ac4ba0dfef5de3,1,0.7466423511505127,2.1862325392554656,-0.3390624225139618,1,1.3390624225139618,0.0375,0.02777777777777778,0.02777777777777778,0.047314967187369016,0.042304337010790366,0.0375,-0.004804337010790367,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,5b1cf9996b2cef81,0,0.22411444783210754,2.280657391982038,-0.35473477840423584,1,1.3547347784042358,0.026785714285714288,0.0,0.0,0.03518864966280695,0.027141236975978436,0.026785714285714288,-0.0003555226902641484,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,6b521b05a707c06a,0,0.09804392606019974,1.867645476457208,0.3479410409927368,1,0.6520589590072632,0.039285714285714285,0.0,0.0,0.0716683771020002,0.04232163662380656,0.039285714285714285,-0.003035922338092273,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,43ecccd1b28949ef,0,0.22968177497386932,1.3894811385967147,0.36329755187034607,1,0.6367024481296539,0.023809523809523808,0.0,0.0,0.029670194493368395,0.02812490467827518,0.023809523809523808,-0.0043153808687513735,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,fddff2137127f8fb,0,0.2012202888727188,2.0131202791197147,-0.34053871035575867,1,1.3405387103557587,0.038392857142857145,0.0125,0.0125,0.039710872713170385,0.043635538058781995,0.038392857142857145,-0.005242680915924849,0.0,,,,,40,100
h3_pilot_rgcn_seed7,rgcn,7,5,edb1eb4a5268aa95,0,0.20013006031513214,1.9701772151947083,-0.3532660901546478,1,1.3532660901546478,0.023214285714285715,0.08333333333333333,0.08333333333333333,0.025129314067234478,0.027042123759897133,0.023214285714285715,-0.0038278380456114175,0.0,,,,,40,100
