policy_loss,value_loss,total_loss,policy_entropy,game_length,self_play_time,inference_latency_ms
3.5746915340423584,1.0162824392318726,4.590973854064941,3.583460807800293,16.0,6.05574780004099,16.57724499818869
3.5728354454040527,0.9993612766265869,4.572196960449219,3.583442211151123,16.0,6.05574780004099,16.57724499818869
