policy_loss,value_loss,total_loss,policy_entropy,iteration,selfplay_games_seen,optimizer_updates,replay_size,positions_seen,update_in_iteration,selfplay_seconds,training_seconds,iteration_seconds
3.583963394165039,1.0294040441513062,4.613367557525635,3.5828042030334473,1,20,8,283,283,1,849.7294744999963,1.782326100001228,851.5118550000043
3.5805470943450928,1.0022919178009033,4.582839012145996,3.5828850269317627,1,20,8,283,283,2,849.7294744999963,1.782326100001228,851.5118659
3.579258441925049,0.9659204483032227,4.5451788902282715,3.582836627960205,1,20,8,283,283,3,849.7294744999963,1.782326100001228,851.5118696999998
3.5763046741485596,0.9154951572418213,4.491799831390381,3.58284854888916,1,20,8,283,283,4,849.7294744999963,1.782326100001228,851.5118721000035
3.5745961666107178,0.9407851696014404,4.515381336212158,3.5827736854553223,1,20,8,283,283,5,849.7294744999963,1.782326100001228,851.5118751000118
3.573511838912964,1.0026551485061646,4.576167106628418,3.5827996730804443,1,20,8,283,283,6,849.7294744999963,1.782326100001228,851.5118777000025
3.572662830352783,0.9102806448936462,4.482943534851074,3.5827205181121826,1,20,8,283,283,7,849.7294744999963,1.782326100001228,851.5118799000047
3.570361614227295,0.9097139239311218,4.480075359344482,3.5826528072357178,1,20,8,283,283,8,849.7294744999963,1.782326100001228,851.5118818000046
